i,t,m,j,Expenditure
0645-001-003,2019-20,Mainland Rural,Citrus Fruits,800.8333333
0645-001-003,2019-20,Mainland Rural,Cooking Oil,1225
0645-001-003,2019-20,Mainland Rural,Fish (fresh),4000
0645-001-003,2019-20,Mainland Rural,Leafy Greens,312.3809524
0645-001-003,2019-20,Mainland Rural,Maize (flour),1800
0645-001-003,2019-20,Mainland Rural,"Maize (green, cob)",804.4642857
0645-001-003,2019-20,Mainland Rural,Other Fruits,443.3333333
0645-001-003,2019-20,Mainland Rural,Plantains,3866.666667
0645-001-003,2019-20,Mainland Rural,Pulses,7000
0645-001-003,2019-20,Mainland Rural,Salt,300
0645-001-003,2019-20,Mainland Rural,Sugar,1400
0645-001-003,2019-20,Mainland Rural,Sweet Potatoes,1666.666667
0645-001-003,2019-20,Mainland Rural,Tea (dry),300
0645-001-003,2019-20,Mainland Rural,Vegetables (fresh),675
0645-001-003,2019-20,Mainland Rural,Yams/Cocoyams,2692.307692
0646-001-001,2019-20,Mainland Rural,Cassava Dry/Flour,400
0646-001-001,2019-20,Mainland Rural,Cassava Fresh,343.75
0646-001-001,2019-20,Mainland Rural,Cooking Oil,630
0646-001-001,2019-20,Mainland Rural,Irish Potatoes,600
0646-001-001,2019-20,Mainland Rural,Leafy Greens,732.1428571
0646-001-001,2019-20,Mainland Rural,Millet & Sorghum (flour),1500
0646-001-001,2019-20,Mainland Rural,Plantains,8000
0646-001-001,2019-20,Mainland Rural,Salt,150
0646-001-001,2019-20,Mainland Rural,Vegetables (fresh),600
0646-001-002,2019-20,Mainland Rural,Cassava Dry/Flour,5600
0646-001-002,2019-20,Mainland Rural,Cassava Fresh,2812.5
0646-001-002,2019-20,Mainland Rural,Citrus Fruits,155
0646-001-002,2019-20,Mainland Rural,Cooking Oil,3500
0646-001-002,2019-20,Mainland Rural,Fish (fresh),1142.857143
0646-001-002,2019-20,Mainland Rural,Goat Meat,15000
0646-001-002,2019-20,Mainland Rural,Leafy Greens,1171.428571
0646-001-002,2019-20,Mainland Rural,Other Fruits,2744.444444
0646-001-002,2019-20,Mainland Rural,Plantains,20000
0646-001-002,2019-20,Mainland Rural,Pork,6000
0646-001-002,2019-20,Mainland Rural,Pulses,6000
0646-001-002,2019-20,Mainland Rural,Rice (husked),3600
0646-001-002,2019-20,Mainland Rural,Salt,300
0646-001-002,2019-20,Mainland Rural,Sugar,2800
0646-001-002,2019-20,Mainland Rural,Sweets,300
0646-001-002,2019-20,Mainland Rural,Tea (dry),100
0646-001-002,2019-20,Mainland Rural,Vegetables (fresh),3600
0647-001-001,2019-20,Mainland Rural,Cassava Dry/Flour,3200
0647-001-001,2019-20,Mainland Rural,Cassava Fresh,2125
0647-001-001,2019-20,Mainland Rural,Cooking Oil,1400
0647-001-001,2019-20,Mainland Rural,Fish (dried),2100
0647-001-001,2019-20,Mainland Rural,Leafy Greens,1610.714286
0647-001-001,2019-20,Mainland Rural,Maize (flour),3600
0647-001-001,2019-20,Mainland Rural,Milk (fresh),1000
0647-001-001,2019-20,Mainland Rural,Other Fruits,4855.555556
0647-001-001,2019-20,Mainland Rural,Plantains,6000
0647-001-001,2019-20,Mainland Rural,Pulses,4000
0647-001-001,2019-20,Mainland Rural,Salt,250
0647-001-001,2019-20,Mainland Rural,Sugar,1400
0647-001-001,2019-20,Mainland Rural,Vegetables (fresh),1410
0647-001-001,2019-20,Mainland Rural,Yams/Cocoyams,2923.076923
0648-001-001,2019-20,Mainland Rural,Cassava Dry/Flour,4000
0648-001-001,2019-20,Mainland Rural,Cassava Fresh,2000
0648-001-001,2019-20,Mainland Rural,Cooking Oil,1750
0648-001-001,2019-20,Mainland Rural,Fish (fresh),1514.285714
0648-001-001,2019-20,Mainland Rural,Leafy Greens,1269.047619
0648-001-001,2019-20,Mainland Rural,Plantains,17333.33333
0648-001-001,2019-20,Mainland Rural,Pulses,1000
0648-001-001,2019-20,Mainland Rural,Salt,300
0648-001-001,2019-20,Mainland Rural,Vegetables (fresh),1620
0649-001-001,2019-20,Mainland Rural,Leafy Greens,619.8809524
0649-001-001,2019-20,Mainland Rural,Local Brews,1000
0649-001-001,2019-20,Mainland Rural,Maize (flour),2400
0649-001-001,2019-20,Mainland Rural,Plantains,4933.333333
0649-001-001,2019-20,Mainland Rural,Salt,200
0649-001-001,2019-20,Mainland Rural,Vegetables (fresh),360
0651-001-001,2019-20,Mainland Rural,Cassava Fresh,3750
0651-001-001,2019-20,Mainland Rural,Fish (dried),2700
0651-001-001,2019-20,Mainland Rural,Irish Potatoes,9000
0651-001-001,2019-20,Mainland Rural,Leafy Greens,634.5238095
0651-001-001,2019-20,Mainland Rural,Other Fruits,4644.444444
0651-001-001,2019-20,Mainland Rural,Plantains,16000
0651-001-001,2019-20,Mainland Rural,Pulses,8000
0651-001-001,2019-20,Mainland Rural,Salt,500
0651-001-001,2019-20,Mainland Rural,Sweet Potatoes,13333.33333
0651-001-001,2019-20,Mainland Rural,Vegetables (fresh),1725
0652-001-001,2019-20,Mainland Rural,Beef,3000
0652-001-001,2019-20,Mainland Rural,Cassava Dry/Flour,2400
0652-001-001,2019-20,Mainland Rural,Cassava Fresh,4062.5
0652-001-001,2019-20,Mainland Rural,Coffee & Cocoa,401.9047619
0652-001-001,2019-20,Mainland Rural,Cooking Oil,1750
0652-001-001,2019-20,Mainland Rural,Fish (fresh),1142.857143
0652-001-001,2019-20,Mainland Rural,Goat Meat,2500
0652-001-001,2019-20,Mainland Rural,Groundnuts,3000
0652-001-001,2019-20,Mainland Rural,Irish Potatoes,1000
0652-001-001,2019-20,Mainland Rural,Leafy Greens,390.4761905
0652-001-001,2019-20,Mainland Rural,Other Fruits,738.8888889
0652-001-001,2019-20,Mainland Rural,Plantains,12000
0652-001-001,2019-20,Mainland Rural,Pulses,2000
0652-001-001,2019-20,Mainland Rural,Salt,200
0652-001-001,2019-20,Mainland Rural,Sugar,2800
0652-001-001,2019-20,Mainland Rural,Tea (dry),200
0652-001-001,2019-20,Mainland Rural,Vegetables (fresh),945
0652-003-001,2019-20,Mainland Rural,Cassava Dry/Flour,1200
0652-003-001,2019-20,Mainland Rural,Cassava Fresh,2000
0652-003-001,2019-20,Mainland Rural,Fish (dried),1100
0652-003-001,2019-20,Mainland Rural,Leafy Greens,439.2857143
0652-003-001,2019-20,Mainland Rural,Maize (flour),2400
0652-003-001,2019-20,Mainland Rural,Other Fruits,791.6666667
0652-003-001,2019-20,Mainland Rural,Plantains,4200
0652-003-001,2019-20,Mainland Rural,Pulses,4000
0652-003-001,2019-20,Mainland Rural,Salt,250
0652-003-001,2019-20,Mainland Rural,Sweet Potatoes,1333.333333
0652-003-001,2019-20,Mainland Rural,Vegetables (fresh),540
0653-001-001,2019-20,Mainland Rural,Beef,6000
0653-001-001,2019-20,Mainland Rural,Cassava Dry/Flour,2400
0653-001-001,2019-20,Mainland Rural,Cassava Fresh,2125
0653-001-001,2019-20,Mainland Rural,Citrus Fruits,439.1666667
0653-001-001,2019-20,Mainland Rural,Cooking Oil,1225
0653-001-001,2019-20,Mainland Rural,Leafy Greens,907.8571429
0653-001-001,2019-20,Mainland Rural,Other Spices,720
0653-001-001,2019-20,Mainland Rural,Plantains,6446.666667
0653-001-001,2019-20,Mainland Rural,Pulses,6000
0653-001-001,2019-20,Mainland Rural,Salt,300
0653-001-001,2019-20,Mainland Rural,Sugar,560
0653-001-001,2019-20,Mainland Rural,Sweet Potatoes,2533.333333
0653-001-001,2019-20,Mainland Rural,Tea (dry),240
0653-001-001,2019-20,Mainland Rural,Vegetables (fresh),577.5
0653-001-001,2019-20,Mainland Rural,Yams/Cocoyams,2269.230769
0654-001-001,2019-20,Mainland Rural,Citrus Fruits,271.25
0654-001-001,2019-20,Mainland Rural,Cooking Oil,1120
0654-001-001,2019-20,Mainland Rural,Fish (fresh),1428.571429
0654-001-001,2019-20,Mainland Rural,Leafy Greens,273.3333333
0654-001-001,2019-20,Mainland Rural,Plantains,4800
0654-001-001,2019-20,Mainland Rural,Pulses,6000
0654-001-001,2019-20,Mainland Rural,Ripe Bananas,411.1111111
0654-001-001,2019-20,Mainland Rural,Salt,280
0654-001-001,2019-20,Mainland Rural,Sugar,1400
0654-001-001,2019-20,Mainland Rural,Vegetables (fresh),630
0654-001-001,2019-20,Mainland Rural,Yams/Cocoyams,3692.307692
0654-001-002,2019-20,Mainland Rural,Citrus Fruits,103.3333333
0654-001-002,2019-20,Mainland Rural,Cooking Oil,1225
0654-001-002,2019-20,Mainland Rural,Fish (dried),1500
0654-001-002,2019-20,Mainland Rural,Fish (fresh),1428.571429
0654-001-002,2019-20,Mainland Rural,Groundnuts,2000
0654-001-002,2019-20,Mainland Rural,Irish Potatoes,4000
0654-001-002,2019-20,Mainland Rural,Leafy Greens,585.7142857
0654-001-002,2019-20,Mainland Rural,Maize (flour),600
0654-001-002,2019-20,Mainland Rural,Materials For Drinks,2000
0654-001-002,2019-20,Mainland Rural,Milk (fresh),3500
0654-001-002,2019-20,Mainland Rural,Other Fruits,527.7777778
0654-001-002,2019-20,Mainland Rural,Plantains,14000
0654-001-002,2019-20,Mainland Rural,Pulses,4000
0654-001-002,2019-20,Mainland Rural,Salt,250
0654-001-002,2019-20,Mainland Rural,Sugar,2800
0654-001-002,2019-20,Mainland Rural,Sweet Potatoes,800
0654-001-002,2019-20,Mainland Rural,Vegetables (fresh),1200
0654-001-002,2019-20,Mainland Rural,Yams/Cocoyams,1923.076923
0654-004-001,2019-20,Mainland Rural,Cassava Fresh,2875
0654-004-001,2019-20,Mainland Rural,Cooking Oil,1400
0654-004-001,2019-20,Mainland Rural,Fish (dried),2250
0654-004-001,2019-20,Mainland Rural,Leafy Greens,1610.714286
0654-004-001,2019-20,Mainland Rural,Other Fruits,1425
0654-004-001,2019-20,Mainland Rural,Plantains,4000
0654-004-001,2019-20,Mainland Rural,Pulses,4000
0654-004-001,2019-20,Mainland Rural,Salt,250
0654-004-001,2019-20,Mainland Rural,Vegetables (fresh),2625
0655-001-001,2019-20,Mainland Rural,Fish (dried),2500
0655-001-001,2019-20,Mainland Rural,Maize (flour),5400
0655-001-001,2019-20,Mainland Rural,Other Fruits,4591.666667
0655-001-001,2019-20,Mainland Rural,Plantains,8000
0655-001-001,2019-20,Mainland Rural,Pulses,4000
0655-001-001,2019-20,Mainland Rural,Rice (husked),5400
0655-001-001,2019-20,Mainland Rural,Salt,250
0655-001-001,2019-20,Mainland Rural,Vegetables (fresh),2475
0657-001-001,2019-20,Mainland Rural,Cassava Dry/Flour,2400
0657-001-001,2019-20,Mainland Rural,Cooking Oil,1225
0657-001-001,2019-20,Mainland Rural,Fish (fresh),1142.857143
0657-001-001,2019-20,Mainland Rural,Groundnuts,2000
0657-001-001,2019-20,Mainland Rural,Plantains,4000
0657-001-001,2019-20,Mainland Rural,Pulses,7000
0657-001-001,2019-20,Mainland Rural,Salt,200
0657-001-001,2019-20,Mainland Rural,Sweet Potatoes,1400
0657-001-001,2019-20,Mainland Rural,Vegetables (fresh),1350
0657-001-001,2019-20,Mainland Rural,Yams/Cocoyams,1923.076923
0658-001-001,2019-20,Mainland Rural,Cassava Dry/Flour,1200
0658-001-001,2019-20,Mainland Rural,Coffee & Cocoa,2511.904762
0658-001-001,2019-20,Mainland Rural,Fish (dried),1800
0658-001-001,2019-20,Mainland Rural,Fish (fresh),2685.714286
0658-001-001,2019-20,Mainland Rural,Groundnuts,2000
0658-001-001,2019-20,Mainland Rural,Maize (flour),3600
0658-001-001,2019-20,Mainland Rural,Plantains,24000
0658-001-001,2019-20,Mainland Rural,Pulses,6000
0658-001-001,2019-20,Mainland Rural,Ripe Bananas,1333.333333
0658-001-001,2019-20,Mainland Rural,Salt,200
0658-001-001,2019-20,Mainland Rural,Sugar,2800
0658-001-001,2019-20,Mainland Rural,Sugarcane,800
0658-001-001,2019-20,Mainland Rural,Sweet Potatoes,6000
0658-001-001,2019-20,Mainland Rural,Tea (dry),300
0658-001-001,2019-20,Mainland Rural,Vegetables (fresh),2700
0658-001-002,2019-20,Mainland Rural,Beef,3000
0658-001-002,2019-20,Mainland Rural,Bread,1000
0658-001-002,2019-20,Mainland Rural,"Buns, Cakes And Biscuits",274.0106952
0658-001-002,2019-20,Mainland Rural,Cassava Dry/Flour,2400
0658-001-002,2019-20,Mainland Rural,Citrus Fruits,516.6666667
0658-001-002,2019-20,Mainland Rural,Cooking Oil,1225
0658-001-002,2019-20,Mainland Rural,Dairy Products,300
0658-001-002,2019-20,Mainland Rural,Fish (fresh),1714.285714
0658-001-002,2019-20,Mainland Rural,Groundnuts,500
0658-001-002,2019-20,Mainland Rural,"Macaroni, Spaghetti",725
0658-001-002,2019-20,Mainland Rural,Other Fruits,211.1111111
0658-001-002,2019-20,Mainland Rural,Plantains,2333.333333
0658-001-002,2019-20,Mainland Rural,Pulses,2000
0658-001-002,2019-20,Mainland Rural,Rice (husked),2700
0658-001-002,2019-20,Mainland Rural,Salt,200
0658-001-002,2019-20,Mainland Rural,Sugar,2800
0658-001-002,2019-20,Mainland Rural,Sweet Potatoes,400
0658-001-002,2019-20,Mainland Rural,Tea (dry),210
0658-001-002,2019-20,Mainland Rural,Vegetables (fresh),3300
0658-001-002,2019-20,Mainland Rural,Yams/Cocoyams,538.4615385
0658-001-003,2019-20,Mainland Other Urban,Cooking Oil,1225
0658-001-003,2019-20,Mainland Other Urban,Fish (dried),1250
0658-001-003,2019-20,Mainland Other Urban,Leafy Greens,1312.5
0658-001-003,2019-20,Mainland Other Urban,Maize (flour),4800
0658-001-003,2019-20,Mainland Other Urban,Pulses,1000
0658-001-003,2019-20,Mainland Other Urban,Rice (husked),9000
0658-001-003,2019-20,Mainland Other Urban,Salt,250
0658-001-003,2019-20,Mainland Other Urban,Sugar,625
0658-001-003,2019-20,Mainland Other Urban,Tea (dry),114.2857143
0658-001-003,2019-20,Mainland Other Urban,Vegetables (fresh),1081.818182
0661-002-001,2019-20,Mainland Rural,Beef,12000
0661-002-001,2019-20,Mainland Rural,"Buns, Cakes And Biscuits",1370.053476
0661-002-001,2019-20,Mainland Rural,Cassava Dry/Flour,1600
0661-002-001,2019-20,Mainland Rural,Citrus Fruits,775
0661-002-001,2019-20,Mainland Rural,Cooking Oil,1225
0661-002-001,2019-20,Mainland Rural,Fish (dried),2500
0661-002-001,2019-20,Mainland Rural,Fish (fresh),2857.142857
0661-002-001,2019-20,Mainland Rural,"Maize (green, cob)",851.7857143
0661-002-001,2019-20,Mainland Rural,Other Fruits,253.3333333
0661-002-001,2019-20,Mainland Rural,Plantains,1333.333333
0661-002-001,2019-20,Mainland Rural,Pulses,1000
0661-002-001,2019-20,Mainland Rural,Rice (husked),5400
0661-002-001,2019-20,Mainland Rural,Salt,250
0661-002-001,2019-20,Mainland Rural,Soft drinks,2000
0661-002-001,2019-20,Mainland Rural,Sugar,2800
0661-002-001,2019-20,Mainland Rural,Sugarcane,2333.333333
0661-002-001,2019-20,Mainland Rural,Sweet Potatoes,666.6666667
0661-002-001,2019-20,Mainland Rural,Sweets,416.6666667
0661-002-001,2019-20,Mainland Rural,Tea (dry),120
0661-002-001,2019-20,Mainland Rural,Vegetables (fresh),1080
0661-002-001,2019-20,Mainland Rural,Wheat Flour,1400
0662-001-001,2019-20,Mainland Rural,Cassava Dry/Flour,1600
0662-001-001,2019-20,Mainland Rural,Citrus Fruits,1291.666667
0662-001-001,2019-20,Mainland Rural,Cooking Oil,612.5
0662-001-001,2019-20,Mainland Rural,Fish (dried),6250
0662-001-001,2019-20,Mainland Rural,Groundnuts,1000
0662-001-001,2019-20,Mainland Rural,Maize (flour),3600
0662-001-001,2019-20,Mainland Rural,Plantains,333.3333333
0662-001-001,2019-20,Mainland Rural,Pulses,4000
0662-001-001,2019-20,Mainland Rural,Rice (husked),2700
0662-001-001,2019-20,Mainland Rural,Salt,150
0662-001-001,2019-20,Mainland Rural,Sugarcane,250
0662-001-001,2019-20,Mainland Rural,Vegetables (fresh),720
0662-001-001,2019-20,Mainland Rural,Yams/Cocoyams,2307.692308
0662-002-002,2019-20,Mainland Rural,Cassava Dry/Flour,3200
0662-002-002,2019-20,Mainland Rural,Cooking Oil,1225
0662-002-002,2019-20,Mainland Rural,Fish (fresh),8571.428571
0662-002-002,2019-20,Mainland Rural,Leafy Greens,244.047619
0662-002-002,2019-20,Mainland Rural,Milk (fresh),2500
0662-002-002,2019-20,Mainland Rural,Plantains,18000
0662-002-002,2019-20,Mainland Rural,Salt,200
0662-002-002,2019-20,Mainland Rural,Vegetables (fresh),1425
0663-001-001,2019-20,Mainland Rural,Beef,12000
0663-001-001,2019-20,Mainland Rural,"Buns, Cakes And Biscuits",3288.128342
0663-001-001,2019-20,Mainland Rural,Cassava Dry/Flour,800
0663-001-001,2019-20,Mainland Rural,Cassava Fresh,1312.5
0663-001-001,2019-20,Mainland Rural,Chicken,28000
0663-001-001,2019-20,Mainland Rural,Citrus Fruits,3875
0663-001-001,2019-20,Mainland Rural,Cooking Oil,1225
0663-001-001,2019-20,Mainland Rural,Eggs,4800
0663-001-001,2019-20,Mainland Rural,Fish (dried),6000
0663-001-001,2019-20,Mainland Rural,Fish (fresh),5142.857143
0663-001-001,2019-20,Mainland Rural,Groundnuts,500
0663-001-001,2019-20,Mainland Rural,"Honey, Syrups, etc.",9405
0663-001-001,2019-20,Mainland Rural,Leafy Greens,488.0952381
0663-001-001,2019-20,Mainland Rural,Maize (flour),1800
0663-001-001,2019-20,Mainland Rural,Materials For Drinks,7500
0663-001-001,2019-20,Mainland Rural,Other Fruits,3166.666667
0663-001-001,2019-20,Mainland Rural,Plantains,10000
0663-001-001,2019-20,Mainland Rural,Pulses,1000
0663-001-001,2019-20,Mainland Rural,Rice (husked),18000
0663-001-001,2019-20,Mainland Rural,Salt,300
0663-001-001,2019-20,Mainland Rural,Soft drinks,5714.285714
0663-001-001,2019-20,Mainland Rural,Sugar,2800
0663-001-001,2019-20,Mainland Rural,Sweet Potatoes,2000
0663-001-001,2019-20,Mainland Rural,Vegetables (fresh),3300
0663-001-001,2019-20,Mainland Rural,Yams/Cocoyams,2307.692308
0663-001-002,2019-20,Mainland Rural,"Buns, Cakes And Biscuits",1370.053476
0663-001-002,2019-20,Mainland Rural,Cooking Oil,2625
0663-001-002,2019-20,Mainland Rural,Fish (dried),750
0663-001-002,2019-20,Mainland Rural,Fish (fresh),2571.428571
0663-001-002,2019-20,Mainland Rural,Goat Meat,5000
0663-001-002,2019-20,Mainland Rural,Maize (flour),2400
0663-001-002,2019-20,Mainland Rural,Plantains,5066.666667
0663-001-002,2019-20,Mainland Rural,Pulses,1000
0663-001-002,2019-20,Mainland Rural,Rice (husked),2250
0663-001-002,2019-20,Mainland Rural,Salt,150
0663-001-002,2019-20,Mainland Rural,Sugar,1400
0663-001-002,2019-20,Mainland Rural,Tea (dry),200
0663-001-002,2019-20,Mainland Rural,Vegetables (fresh),750
0663-003-001,2019-20,Mainland Rural,Cassava Dry/Flour,4800
0663-003-001,2019-20,Mainland Rural,Cooking Oil,1225
0663-003-001,2019-20,Mainland Rural,Fish (dried),5000
0663-003-001,2019-20,Mainland Rural,Fish (fresh),3571.428571
0663-003-001,2019-20,Mainland Rural,Leafy Greens,117.1428571
0663-003-001,2019-20,Mainland Rural,Plantains,3333.333333
0663-003-001,2019-20,Mainland Rural,Pulses,1500
0663-003-001,2019-20,Mainland Rural,Rice (husked),10800
0663-003-001,2019-20,Mainland Rural,Salt,250
0663-003-001,2019-20,Mainland Rural,Sugar,2800
0663-003-001,2019-20,Mainland Rural,Tea (dry),500
0663-003-001,2019-20,Mainland Rural,Vegetables (fresh),135
0664-001-001,2019-20,Mainland Rural,"Buns, Cakes And Biscuits",776.3636364
0664-001-001,2019-20,Mainland Rural,Cassava Dry/Flour,14400
0664-001-001,2019-20,Mainland Rural,Citrus Fruits,697.5
0664-001-001,2019-20,Mainland Rural,Cooking Oil,1400
0664-001-001,2019-20,Mainland Rural,Dairy Products,3600
0664-001-001,2019-20,Mainland Rural,Fish (dried),2400
0664-001-001,2019-20,Mainland Rural,Other Fruits,1425
0664-001-001,2019-20,Mainland Rural,Plantains,4000
0664-001-001,2019-20,Mainland Rural,Pulses,4000
0664-001-001,2019-20,Mainland Rural,Rice (husked),3600
0664-001-001,2019-20,Mainland Rural,Salt,200
0664-001-001,2019-20,Mainland Rural,Sugarcane,1566.666667
0664-001-001,2019-20,Mainland Rural,Vegetables (fresh),1920
0665-001-001,2019-20,Mainland Rural,Cooking Oil,612.5
0665-001-001,2019-20,Mainland Rural,Fish (fresh),2857.142857
0665-001-001,2019-20,Mainland Rural,Leafy Greens,1171.428571
0665-001-001,2019-20,Mainland Rural,Other Cereals,9230.769231
0665-001-001,2019-20,Mainland Rural,Other Fruits,369.4444444
0665-001-001,2019-20,Mainland Rural,Pulses,1000
0665-001-001,2019-20,Mainland Rural,Salt,200
0665-001-001,2019-20,Mainland Rural,Sugar,1400
0665-001-001,2019-20,Mainland Rural,Sweet Potatoes,3000
0665-001-001,2019-20,Mainland Rural,Vegetables (fresh),3750
0666-001-001,2019-20,Mainland Rural,Cassava Dry/Flour,2800
0666-001-001,2019-20,Mainland Rural,Cooking Oil,304.5
0666-001-001,2019-20,Mainland Rural,Fish (fresh),1142.857143
0666-001-001,2019-20,Mainland Rural,Maize (flour),4200
0666-001-001,2019-20,Mainland Rural,Pulses,14000
0666-001-001,2019-20,Mainland Rural,Salt,200
0666-001-001,2019-20,Mainland Rural,Sweet Potatoes,2666.666667
0666-001-001,2019-20,Mainland Rural,Vegetables (fresh),1575
0666-003-001,2019-20,Mainland Rural,Cassava Fresh,562.5
0666-003-001,2019-20,Mainland Rural,Cooking Oil,3675
0666-003-001,2019-20,Mainland Rural,Fish (fresh),1285.714286
0666-003-001,2019-20,Mainland Rural,Leafy Greens,585.7142857
0666-003-001,2019-20,Mainland Rural,Maize (flour),8400
0666-003-001,2019-20,Mainland Rural,Pulses,3500
0666-003-001,2019-20,Mainland Rural,Rice (husked),1800
0666-003-001,2019-20,Mainland Rural,Salt,200
0666-003-001,2019-20,Mainland Rural,Sugar,2100
0666-003-001,2019-20,Mainland Rural,Vegetables (fresh),1800
0667-001-001,2019-20,Mainland Other Urban,Beef,6000
0667-001-001,2019-20,Mainland Other Urban,Bread,3333.333333
0667-001-001,2019-20,Mainland Other Urban,"Buns, Cakes And Biscuits",625
0667-001-001,2019-20,Mainland Other Urban,Cassava Fresh,384.6153846
0667-001-001,2019-20,Mainland Other Urban,Cooking Oil,875
0667-001-001,2019-20,Mainland Other Urban,Fish (fresh),5000000
0667-001-001,2019-20,Mainland Other Urban,Groundnuts,269.2307692
0667-001-001,2019-20,Mainland Other Urban,Leafy Greens,218.75
0667-001-001,2019-20,Mainland Other Urban,"Macaroni, Spaghetti",2650
0667-001-001,2019-20,Mainland Other Urban,Maize (flour),600
0667-001-001,2019-20,Mainland Other Urban,Other Spices,1666.666667
0667-001-001,2019-20,Mainland Other Urban,Plantains,6666.666667
0667-001-001,2019-20,Mainland Other Urban,Pulses,1000
0667-001-001,2019-20,Mainland Other Urban,Rice (husked),6300
0667-001-001,2019-20,Mainland Other Urban,Ripe Bananas,440
0667-001-001,2019-20,Mainland Other Urban,Salt,100
0667-001-001,2019-20,Mainland Other Urban,Sugar,1875
0667-001-001,2019-20,Mainland Other Urban,Sugarcane,585.7142857
0667-001-001,2019-20,Mainland Other Urban,Tea (dry),114.2857143
0667-001-001,2019-20,Mainland Other Urban,Vegetables (fresh),5022.727273
0668-001-001,2019-20,Mainland Other Urban,Beef,3000
0668-001-001,2019-20,Mainland Other Urban,Bottled Beer,2000
0668-001-001,2019-20,Mainland Other Urban,Citrus Fruits,2100
0668-001-001,2019-20,Mainland Other Urban,Cooking Oil,1225
0668-001-001,2019-20,Mainland Other Urban,Fish (fresh),10000
0668-001-001,2019-20,Mainland Other Urban,Irish Potatoes,1000
0668-001-001,2019-20,Mainland Other Urban,Leafy Greens,2187.5
0668-001-001,2019-20,Mainland Other Urban,Milk (fresh),4433.333333
0668-001-001,2019-20,Mainland Other Urban,Other Fruits,560
0668-001-001,2019-20,Mainland Other Urban,Other Spices,2333.333333
0668-001-001,2019-20,Mainland Other Urban,Plantains,2916.666667
0668-001-001,2019-20,Mainland Other Urban,Pulses,7000
0668-001-001,2019-20,Mainland Other Urban,Rice (husked),5400
0668-001-001,2019-20,Mainland Other Urban,Salt,200
0668-001-001,2019-20,Mainland Other Urban,Soft drinks,1500
0668-001-001,2019-20,Mainland Other Urban,Sugar,2500
0668-001-001,2019-20,Mainland Other Urban,Tea (dry),285.7142857
0668-001-001,2019-20,Mainland Other Urban,Vegetables (fresh),2472.727273
0668-001-002,2019-20,Mainland Other Urban,Beef,6000
0668-001-002,2019-20,Mainland Other Urban,Cooking Oil,1225
0668-001-002,2019-20,Mainland Other Urban,Eggs,950
0668-001-002,2019-20,Mainland Other Urban,Fish (dried),6000
0668-001-002,2019-20,Mainland Other Urban,Fish (fresh),800
0668-001-002,2019-20,Mainland Other Urban,Leafy Greens,218.75
0668-001-002,2019-20,Mainland Other Urban,Maize (flour),1800
0668-001-002,2019-20,Mainland Other Urban,Other Fruits,800
0668-001-002,2019-20,Mainland Other Urban,Plantains,11250
0668-001-002,2019-20,Mainland Other Urban,Pulses,1000
0668-001-002,2019-20,Mainland Other Urban,Rice (husked),450
0668-001-002,2019-20,Mainland Other Urban,Salt,200
0668-001-002,2019-20,Mainland Other Urban,Sugar,2500
0668-001-002,2019-20,Mainland Other Urban,Vegetables (fresh),2472.727273
0668-001-002,2019-20,Mainland Other Urban,Wheat Flour,700
0668-002-001,2019-20,Mainland Other Urban,Beef,12000
0668-002-001,2019-20,Mainland Other Urban,Coconuts,500
0668-002-001,2019-20,Mainland Other Urban,Cooking Oil,3500
0668-002-001,2019-20,Mainland Other Urban,Fish (fresh),4000
0668-002-001,2019-20,Mainland Other Urban,Irish Potatoes,500
0668-002-001,2019-20,Mainland Other Urban,Leafy Greens,765.625
0668-002-001,2019-20,Mainland Other Urban,Maize (flour),3600
0668-002-001,2019-20,Mainland Other Urban,Materials For Drinks,345.9821429
0668-002-001,2019-20,Mainland Other Urban,Milk (fresh),2533.333333
0668-002-001,2019-20,Mainland Other Urban,Other Cereal Products,1764.705882
0668-002-001,2019-20,Mainland Other Urban,Other Fruits,1600
0668-002-001,2019-20,Mainland Other Urban,Plantains,1416.666667
0668-002-001,2019-20,Mainland Other Urban,Pulses,2000
0668-002-001,2019-20,Mainland Other Urban,Rice (husked),12600
0668-002-001,2019-20,Mainland Other Urban,Salt,200
0668-002-001,2019-20,Mainland Other Urban,Soft drinks,2857.142857
0668-002-001,2019-20,Mainland Other Urban,Sugar,2500
0668-002-001,2019-20,Mainland Other Urban,Vegetables (fresh),2781.818182
0669-001-001,2019-20,Mainland Rural,Beef,9000
0669-001-001,2019-20,Mainland Rural,Bread,800
0669-001-001,2019-20,Mainland Rural,Cooking Oil,1225
0669-001-001,2019-20,Mainland Rural,Eggs,1800
0669-001-001,2019-20,Mainland Rural,Fish (dried),3000
0669-001-001,2019-20,Mainland Rural,Groundnuts,1000
0669-001-001,2019-20,Mainland Rural,"Honey, Syrups, etc.",627
0669-001-001,2019-20,Mainland Rural,Leafy Greens,195.2380952
0669-001-001,2019-20,Mainland Rural,Maize (flour),1200
0669-001-001,2019-20,Mainland Rural,Milk (fresh),7000
0669-001-001,2019-20,Mainland Rural,Millet & Sorghum (flour),375
0669-001-001,2019-20,Mainland Rural,Other Fruits,422.2222222
0669-001-001,2019-20,Mainland Rural,Other Spices,1200
0669-001-001,2019-20,Mainland Rural,Plantains,4666.666667
0669-001-001,2019-20,Mainland Rural,Pulses,2000
0669-001-001,2019-20,Mainland Rural,Rice (husked),2700
