i,t,m,j,Expenditure
0420-001-001,2019-20,Mainland Rural,Pulses,500
0420-001-001,2019-20,Mainland Rural,Ripe Bananas,4444.444444
0420-001-001,2019-20,Mainland Rural,Salt,250
0420-001-001,2019-20,Mainland Rural,Sugar,1400
0420-001-001,2019-20,Mainland Rural,Tea (dry),300
0420-001-001,2019-20,Mainland Rural,Vegetables (fresh),1500
0420-001-003,2019-20,Mainland Rural,Bottled Beer,2000
0420-001-003,2019-20,Mainland Rural,Cassava Dry/Flour,8800
0420-001-003,2019-20,Mainland Rural,Cassava Fresh,625
0420-001-003,2019-20,Mainland Rural,Cooking Oil,1400
0420-001-003,2019-20,Mainland Rural,Fish (fresh),2857.142857
0420-001-003,2019-20,Mainland Rural,Leafy Greens,390.4761905
0420-001-003,2019-20,Mainland Rural,Milk (fresh),1000
0420-001-003,2019-20,Mainland Rural,Salt,180
0420-001-003,2019-20,Mainland Rural,Sugar,2800
0420-001-003,2019-20,Mainland Rural,Tea (dry),4000
0420-001-003,2019-20,Mainland Rural,Vegetables (fresh),750
0421-001-001,2019-20,Mainland Rural,Bread,2700
0421-001-001,2019-20,Mainland Rural,"Buns, Cakes And Biscuits",685.026738
0421-001-001,2019-20,Mainland Rural,Chicken,12000
0421-001-001,2019-20,Mainland Rural,Cooking Oil,2800
0421-001-001,2019-20,Mainland Rural,Eggs,1500
0421-001-001,2019-20,Mainland Rural,Fish (fresh),5142.857143
0421-001-001,2019-20,Mainland Rural,Groundnuts,5000
0421-001-001,2019-20,Mainland Rural,Irish Potatoes,1000
0421-001-001,2019-20,Mainland Rural,Leafy Greens,3416.666667
0421-001-001,2019-20,Mainland Rural,Maize (flour),12000
0421-001-001,2019-20,Mainland Rural,Maize (grain),6500
0421-001-001,2019-20,Mainland Rural,"Maize (green, cob)",13250
0421-001-001,2019-20,Mainland Rural,Plantains,3333.333333
0421-001-001,2019-20,Mainland Rural,Pork,3000
0421-001-001,2019-20,Mainland Rural,Pulses,6000
0421-001-001,2019-20,Mainland Rural,Rice (husked),1800
0421-001-001,2019-20,Mainland Rural,Salt,500
0421-001-001,2019-20,Mainland Rural,Sugar,2800
0421-001-001,2019-20,Mainland Rural,Sugarcane,1066.666667
0421-001-001,2019-20,Mainland Rural,Sweet Potatoes,10000
0421-001-001,2019-20,Mainland Rural,Sweets,600
0421-001-001,2019-20,Mainland Rural,Tea (dry),500
0421-001-001,2019-20,Mainland Rural,Vegetables (fresh),2460
0421-001-001,2019-20,Mainland Rural,Yams/Cocoyams,1000
0421-001-002,2019-20,Mainland Rural,Beef,3000
0421-001-002,2019-20,Mainland Rural,Bread,640
0421-001-002,2019-20,Mainland Rural,Cassava Fresh,312.5
0421-001-002,2019-20,Mainland Rural,Citrus Fruits,1033.333333
0421-001-002,2019-20,Mainland Rural,Cooking Oil,1750
0421-001-002,2019-20,Mainland Rural,Eggs,900
0421-001-002,2019-20,Mainland Rural,Fish (dried),2000
0421-001-002,2019-20,Mainland Rural,Fish (fresh),1714.285714
0421-001-002,2019-20,Mainland Rural,Groundnuts,5000
0421-001-002,2019-20,Mainland Rural,Leafy Greens,2733.333333
0421-001-002,2019-20,Mainland Rural,Maize (flour),10080
0421-001-002,2019-20,Mainland Rural,"Maize (green, cob)",605.7142857
0421-001-002,2019-20,Mainland Rural,Pulses,3000
0421-001-002,2019-20,Mainland Rural,Rice (husked),1800
0421-001-002,2019-20,Mainland Rural,Ripe Bananas,3555.555556
0421-001-002,2019-20,Mainland Rural,Salt,250
0421-001-002,2019-20,Mainland Rural,Soft drinks,2142.857143
0421-001-002,2019-20,Mainland Rural,Sugar,2800
0421-001-002,2019-20,Mainland Rural,Sugarcane,1500
0421-001-002,2019-20,Mainland Rural,Sweet Potatoes,800
0421-001-002,2019-20,Mainland Rural,Tea (dry),500
0421-001-002,2019-20,Mainland Rural,Vegetables (fresh),2460
0422-001-001,2019-20,Mainland Other Urban,Beef,6000
0422-001-001,2019-20,Mainland Other Urban,"Buns, Cakes And Biscuits",10000
0422-001-001,2019-20,Mainland Other Urban,Cooking Oil,1750
0422-001-001,2019-20,Mainland Other Urban,Eggs,1583.333333
0422-001-001,2019-20,Mainland Other Urban,Fish (dried),5000
0422-001-001,2019-20,Mainland Other Urban,Groundnuts,1076.923077
0422-001-001,2019-20,Mainland Other Urban,Leafy Greens,875
0422-001-001,2019-20,Mainland Other Urban,Maize (flour),9600
0422-001-001,2019-20,Mainland Other Urban,Other Fruits,2000
0422-001-001,2019-20,Mainland Other Urban,Pulses,2000
0422-001-001,2019-20,Mainland Other Urban,Rice (husked),5400
0422-001-001,2019-20,Mainland Other Urban,Ripe Bananas,1333.333333
0422-001-001,2019-20,Mainland Other Urban,Salt,250
0422-001-001,2019-20,Mainland Other Urban,Sugar,3750
0422-001-001,2019-20,Mainland Other Urban,Tea (dry),342.8571429
0422-001-001,2019-20,Mainland Other Urban,Vegetables (fresh),3863.636364
0422-106-001,2019-20,Mainland Rural,Cassava Dry/Flour,22400
0422-106-001,2019-20,Mainland Rural,Fish (dried),12000
0422-106-001,2019-20,Mainland Rural,Fish (fresh),4285.714286
0422-106-001,2019-20,Mainland Rural,Leafy Greens,4783.333333
0422-106-001,2019-20,Mainland Rural,Local Brews,1000
0422-106-001,2019-20,Mainland Rural,Milk (fresh),2000
0422-106-001,2019-20,Mainland Rural,Pork,12000
0422-106-001,2019-20,Mainland Rural,Salt,500
0422-106-001,2019-20,Mainland Rural,Sugar,2800
0422-106-001,2019-20,Mainland Rural,Sweet Potatoes,8000
0422-106-001,2019-20,Mainland Rural,Vegetables (fresh),675
0424-001-001,2019-20,Mainland Rural,Cassava Dry/Flour,7200
0424-001-001,2019-20,Mainland Rural,Cassava Fresh,1875
0424-001-001,2019-20,Mainland Rural,Cooking Oil,2800
0424-001-001,2019-20,Mainland Rural,Fish (dried),3500
0424-001-001,2019-20,Mainland Rural,Fish (fresh),3714.285714
0424-001-001,2019-20,Mainland Rural,Goat Meat,5000
0424-001-001,2019-20,Mainland Rural,Groundnuts,400
0424-001-001,2019-20,Mainland Rural,Leafy Greens,780.952381
0424-001-001,2019-20,Mainland Rural,Local Brews,2000
0424-001-001,2019-20,Mainland Rural,Plantains,800
0424-001-001,2019-20,Mainland Rural,Pulses,1000
0424-001-001,2019-20,Mainland Rural,Rice (husked),1800
0424-001-001,2019-20,Mainland Rural,Salt,250
0424-001-001,2019-20,Mainland Rural,Sugar,2100
0424-001-001,2019-20,Mainland Rural,Tea (dry),4000
0424-001-001,2019-20,Mainland Rural,Vegetables (fresh),1500
0425-001-001,2019-20,Mainland Rural,Beef,12000
0425-001-001,2019-20,Mainland Rural,Bread,1600
0425-001-001,2019-20,Mainland Rural,Cassava Dry/Flour,9600
0425-001-001,2019-20,Mainland Rural,Coconuts,562.5
0425-001-001,2019-20,Mainland Rural,Cooking Oil,1750
0425-001-001,2019-20,Mainland Rural,Eggs,900
0425-001-001,2019-20,Mainland Rural,Fish (dried),3750
0425-001-001,2019-20,Mainland Rural,Fish (fresh),5142.857143
0425-001-001,2019-20,Mainland Rural,Groundnuts,300
0425-001-001,2019-20,Mainland Rural,Leafy Greens,3416.666667
0425-001-001,2019-20,Mainland Rural,Milk (fresh),1000
0425-001-001,2019-20,Mainland Rural,Millet & Sorghum (flour),3000
0425-001-001,2019-20,Mainland Rural,Other Fruits,369.4444444
0425-001-001,2019-20,Mainland Rural,Plantains,800
0425-001-001,2019-20,Mainland Rural,Pulses,500
0425-001-001,2019-20,Mainland Rural,Rice (husked),1800
0425-001-001,2019-20,Mainland Rural,Salt,250
0425-001-001,2019-20,Mainland Rural,Soft drinks,1142.857143
0425-001-001,2019-20,Mainland Rural,Sugar,1400
0425-001-001,2019-20,Mainland Rural,Sweet Potatoes,2400
0425-001-001,2019-20,Mainland Rural,Tea (dry),120
0425-001-001,2019-20,Mainland Rural,Vegetables (fresh),3150
0425-001-001,2019-20,Mainland Rural,Wheat Flour,1400
0426-001-001,2019-20,Mainland Rural,"Buns, Cakes And Biscuits",2283.42246
0426-001-001,2019-20,Mainland Rural,Cassava Dry/Flour,11200
0426-001-001,2019-20,Mainland Rural,Cassava Fresh,1250
0426-001-001,2019-20,Mainland Rural,Cooking Oil,1750
0426-001-001,2019-20,Mainland Rural,Fish (fresh),1142.857143
0426-001-001,2019-20,Mainland Rural,Leafy Greens,390.4761905
0426-001-001,2019-20,Mainland Rural,Pork,12000
0426-001-001,2019-20,Mainland Rural,Pulses,1000
0426-001-001,2019-20,Mainland Rural,Salt,250
0426-001-001,2019-20,Mainland Rural,Sugar,2800
0426-001-001,2019-20,Mainland Rural,Tea (dry),300
0426-001-001,2019-20,Mainland Rural,Vegetables (fresh),600
0427-001-001,2019-20,Mainland Rural,Cassava Dry/Flour,22400
0427-001-001,2019-20,Mainland Rural,Cassava Fresh,3750
0427-001-001,2019-20,Mainland Rural,Cooking Oil,2450
0427-001-001,2019-20,Mainland Rural,Fish (fresh),7142.857143
0427-001-001,2019-20,Mainland Rural,Groundnuts,4000
0427-001-001,2019-20,Mainland Rural,Leafy Greens,3416.666667
0427-001-001,2019-20,Mainland Rural,Pulses,8000
0427-001-001,2019-20,Mainland Rural,Salt,500
0427-001-001,2019-20,Mainland Rural,Sugar,2800
0427-001-001,2019-20,Mainland Rural,Vegetables (fresh),2100
0428-001-001,2019-20,Mainland Other Urban,"Buns, Cakes And Biscuits",3500
0428-001-001,2019-20,Mainland Other Urban,Cassava Fresh,1230.769231
0428-001-001,2019-20,Mainland Other Urban,Cooking Oil,3500
0428-001-001,2019-20,Mainland Other Urban,Fish (fresh),28000
0428-001-001,2019-20,Mainland Other Urban,"Honey, Syrups, etc.",1708333.333
0428-001-001,2019-20,Mainland Other Urban,Irish Potatoes,2000
0428-001-001,2019-20,Mainland Other Urban,Leafy Greens,6890.625
0428-001-001,2019-20,Mainland Other Urban,Maize (flour),6000
0428-001-001,2019-20,Mainland Other Urban,Other Fruits,1200
0428-001-001,2019-20,Mainland Other Urban,Other Spices,266.6666667
0428-001-001,2019-20,Mainland Other Urban,Pulses,3000
0428-001-001,2019-20,Mainland Other Urban,Rice (husked),10800
0428-001-001,2019-20,Mainland Other Urban,Ripe Bananas,4800
0428-001-001,2019-20,Mainland Other Urban,Salt,500
0428-001-001,2019-20,Mainland Other Urban,Soft drinks,2857.142857
0428-001-001,2019-20,Mainland Other Urban,Sugar,2500
0428-001-001,2019-20,Mainland Other Urban,Sweet Potatoes,3953.125
0428-001-001,2019-20,Mainland Other Urban,Tea (dry),571.4285714
0428-001-001,2019-20,Mainland Other Urban,Vegetables (fresh),9890.909091
0428-001-007,2019-20,Mainland Other Urban,Beef,21000
0428-001-007,2019-20,Mainland Other Urban,"Buns, Cakes And Biscuits",3500
0428-001-007,2019-20,Mainland Other Urban,Cooking Oil,1050
0428-001-007,2019-20,Mainland Other Urban,Fish (dried),2000
0428-001-007,2019-20,Mainland Other Urban,Irish Potatoes,3000
0428-001-007,2019-20,Mainland Other Urban,Leafy Greens,875
0428-001-007,2019-20,Mainland Other Urban,Maize (flour),6000
0428-001-007,2019-20,Mainland Other Urban,Pulses,1000
0428-001-007,2019-20,Mainland Other Urban,Rice (husked),1800
0428-001-007,2019-20,Mainland Other Urban,Ripe Bananas,1600
0428-001-007,2019-20,Mainland Other Urban,Salt,200
0428-001-007,2019-20,Mainland Other Urban,Sugar,2500
0428-001-007,2019-20,Mainland Other Urban,Tea (dry),480
0428-001-007,2019-20,Mainland Other Urban,Vegetables (fresh),2472.727273
0430-002-001,2019-20,Mainland Rural,"Buns, Cakes And Biscuits",570.855615
0430-002-001,2019-20,Mainland Rural,Cassava Dry/Flour,8000
0430-002-001,2019-20,Mainland Rural,Cassava Fresh,1250
0430-002-001,2019-20,Mainland Rural,Chicken,8000
0430-002-001,2019-20,Mainland Rural,Cooking Oil,875
0430-002-001,2019-20,Mainland Rural,Fish (dried),3000
0430-002-001,2019-20,Mainland Rural,Fish (fresh),4285.714286
0430-002-001,2019-20,Mainland Rural,Salt,200
0430-002-001,2019-20,Mainland Rural,Sugar,1400
0430-002-001,2019-20,Mainland Rural,Tea (dry),300
0430-002-001,2019-20,Mainland Rural,Vegetables (fresh),900
0431-001-001,2019-20,Mainland Rural,"Buns, Cakes And Biscuits",4110.160428
0431-001-001,2019-20,Mainland Rural,Cassava Dry/Flour,4800
0431-001-001,2019-20,Mainland Rural,Cassava Fresh,3125
0431-001-001,2019-20,Mainland Rural,Cooking Oil,1750
0431-001-001,2019-20,Mainland Rural,Fish (fresh),2285.714286
0431-001-001,2019-20,Mainland Rural,Leafy Greens,488.0952381
0431-001-001,2019-20,Mainland Rural,Maize (flour),2400
0431-001-001,2019-20,Mainland Rural,Milk (fresh),2000
0431-001-001,2019-20,Mainland Rural,Plantains,6666.666667
0431-001-001,2019-20,Mainland Rural,Pulses,1000
0431-001-001,2019-20,Mainland Rural,Ripe Bananas,555.5555556
0431-001-001,2019-20,Mainland Rural,Salt,250
0431-001-001,2019-20,Mainland Rural,Sugar,2800
0431-001-001,2019-20,Mainland Rural,Tea (dry),200
0431-001-001,2019-20,Mainland Rural,Vegetables (fresh),900
0432-001-001,2019-20,Mainland Rural,Beef,12000
0432-001-001,2019-20,Mainland Rural,"Buns, Cakes And Biscuits",7991.97861
0432-001-001,2019-20,Mainland Rural,Cassava Dry/Flour,3200
0432-001-001,2019-20,Mainland Rural,Cassava Fresh,1875
0432-001-001,2019-20,Mainland Rural,Cooking Oil,3500
0432-001-001,2019-20,Mainland Rural,Maize (flour),6000
0432-001-001,2019-20,Mainland Rural,Maize (grain),6500
0432-001-001,2019-20,Mainland Rural,Plantains,6666.666667
0432-001-001,2019-20,Mainland Rural,Pulses,2000
0432-001-001,2019-20,Mainland Rural,Rice (husked),7200
0432-001-001,2019-20,Mainland Rural,Salt,400
0432-001-001,2019-20,Mainland Rural,Sugar,4200
0432-001-001,2019-20,Mainland Rural,Sweet Potatoes,3333.333333
0432-001-001,2019-20,Mainland Rural,Tea (dry),300
0432-001-001,2019-20,Mainland Rural,Vegetables (fresh),3000
0435-001-001,2019-20,Mainland Rural,Beef,1800
0435-001-001,2019-20,Mainland Rural,Cassava Dry/Flour,2400
0435-001-001,2019-20,Mainland Rural,Fish (dried),3000
0435-001-001,2019-20,Mainland Rural,Leafy Greens,1171.428571
0435-001-001,2019-20,Mainland Rural,Salt,200
0435-001-001,2019-20,Mainland Rural,Sugar,700
0435-001-001,2019-20,Mainland Rural,Tea (dry),300
0435-001-001,2019-20,Mainland Rural,Vegetables (fresh),750
0436-001-001,2019-20,Mainland Rural,Beef,3000
0436-001-001,2019-20,Mainland Rural,"Buns, Cakes And Biscuits",1027.540107
0436-001-001,2019-20,Mainland Rural,Cassava Dry/Flour,8800
0436-001-001,2019-20,Mainland Rural,Cassava Fresh,2500
0436-001-001,2019-20,Mainland Rural,Cooking Oil,875
0436-001-001,2019-20,Mainland Rural,Fish (fresh),10000
0436-001-001,2019-20,Mainland Rural,Goat Meat,2500
0436-001-001,2019-20,Mainland Rural,Groundnuts,2000
0436-001-001,2019-20,Mainland Rural,Leafy Greens,3514.285714
0436-001-001,2019-20,Mainland Rural,Maize (flour),1200
0436-001-001,2019-20,Mainland Rural,Milk (fresh),1000
0436-001-001,2019-20,Mainland Rural,Pulses,1000
0436-001-001,2019-20,Mainland Rural,Salt,500
0436-001-001,2019-20,Mainland Rural,Sugar,700
0436-001-001,2019-20,Mainland Rural,Tea (dry),500
0436-001-001,2019-20,Mainland Rural,Vegetables (fresh),3150
0436-002-001,2019-20,Mainland Rural,Cassava Dry/Flour,5600
0436-002-001,2019-20,Mainland Rural,Cassava Fresh,3750
0436-002-001,2019-20,Mainland Rural,Chicken,12000
0436-002-001,2019-20,Mainland Rural,Fish (fresh),5714.285714
0436-002-001,2019-20,Mainland Rural,Groundnuts,2000
0436-002-001,2019-20,Mainland Rural,Leafy Greens,2050
0436-002-001,2019-20,Mainland Rural,Pulses,1000
0436-002-001,2019-20,Mainland Rural,Salt,500
0436-002-001,2019-20,Mainland Rural,Sugar,700
0436-002-001,2019-20,Mainland Rural,Tea (dry),500
0436-002-001,2019-20,Mainland Rural,Vegetables (fresh),2400
0437-001-001,2019-20,Mainland Rural,Beef,6000
0437-001-001,2019-20,Mainland Rural,Chicken,10400
0437-001-001,2019-20,Mainland Rural,Cooking Oil,1750
0437-001-001,2019-20,Mainland Rural,Fish (fresh),2857.142857
0437-001-001,2019-20,Mainland Rural,Leafy Greens,3123.809524
0437-001-001,2019-20,Mainland Rural,Maize (flour),4200
0437-001-001,2019-20,Mainland Rural,Maize (grain),1300
0437-001-001,2019-20,Mainland Rural,Pulses,2000
0437-001-001,2019-20,Mainland Rural,Rice (husked),900
0437-001-001,2019-20,Mainland Rural,Salt,300
0437-001-001,2019-20,Mainland Rural,Sugar,2800
0437-001-001,2019-20,Mainland Rural,Tea (dry),210
0437-001-001,2019-20,Mainland Rural,Vegetables (fresh),1050
0438-001-002,2019-20,Mainland Rural,Beef,12000
0438-001-002,2019-20,Mainland Rural,"Buns, Cakes And Biscuits",6393.582888
0438-001-002,2019-20,Mainland Rural,Citrus Fruits,3022.5
0438-001-002,2019-20,Mainland Rural,Cooking Oil,3500
0438-001-002,2019-20,Mainland Rural,Eggs,1200
0438-001-002,2019-20,Mainland Rural,Fish (fresh),2428.571429
0438-001-002,2019-20,Mainland Rural,Groundnuts,2000
0438-001-002,2019-20,Mainland Rural,"Honey, Syrups, etc.",1045
0438-001-002,2019-20,Mainland Rural,Irish Potatoes,10000
0438-001-002,2019-20,Mainland Rural,Leafy Greens,1561.904762
0438-001-002,2019-20,Mainland Rural,Maize (flour),12600
0438-001-002,2019-20,Mainland Rural,Millet & Sorghum (flour),3000
0438-001-002,2019-20,Mainland Rural,Other Fruits,4750
0438-001-002,2019-20,Mainland Rural,Other Spices,800
0438-001-002,2019-20,Mainland Rural,Pork,6000
0438-001-002,2019-20,Mainland Rural,Pulses,6000
0438-001-002,2019-20,Mainland Rural,Rice (husked),5400
0438-001-002,2019-20,Mainland Rural,Ripe Bananas,3555.555556
0438-001-002,2019-20,Mainland Rural,Salt,400
0438-001-002,2019-20,Mainland Rural,Soft drinks,2142.857143
0438-001-002,2019-20,Mainland Rural,Sugar,2800
0438-001-002,2019-20,Mainland Rural,Sweets,600
0438-001-002,2019-20,Mainland Rural,Tea (dry),140
0438-001-002,2019-20,Mainland Rural,Vegetables (fresh),8400
0438-002-001,2019-20,Mainland Rural,Beef,3000
0438-002-001,2019-20,Mainland Rural,"Buns, Cakes And Biscuits",5251.871658
0438-002-001,2019-20,Mainland Rural,Citrus Fruits,1291.666667
0438-002-001,2019-20,Mainland Rural,Cooking Oil,1750
0438-002-001,2019-20,Mainland Rural,Eggs,1200
0438-002-001,2019-20,Mainland Rural,Fish (dried),2500
0438-002-001,2019-20,Mainland Rural,Groundnuts,500
0438-002-001,2019-20,Mainland Rural,Irish Potatoes,1000
0438-002-001,2019-20,Mainland Rural,Maize (flour),2400
0438-002-001,2019-20,Mainland Rural,Milk (fresh),1000
0438-002-001,2019-20,Mainland Rural,Pulses,1000
0438-002-001,2019-20,Mainland Rural,Rice (husked),2700
0438-002-001,2019-20,Mainland Rural,Salt,300
0438-002-001,2019-20,Mainland Rural,Soft drinks,714.2857143
0438-002-001,2019-20,Mainland Rural,Sugar,1400
0438-002-001,2019-20,Mainland Rural,Tea (dry),250
0438-002-001,2019-20,Mainland Rural,Vegetables (fresh),1500
0439-001-001,2019-20,Mainland Rural,Beef,6000
0439-001-001,2019-20,Mainland Rural,"Buns, Cakes And Biscuits",10275.40107
0439-001-001,2019-20,Mainland Rural,Cooking Oil,1750
0439-001-001,2019-20,Mainland Rural,Fish (fresh),10000
0439-001-001,2019-20,Mainland Rural,Irish Potatoes,3000
0439-001-001,2019-20,Mainland Rural,Leafy Greens,1171.428571
0439-001-001,2019-20,Mainland Rural,Maize (flour),16800
0439-001-001,2019-20,Mainland Rural,Pulses,6000
0439-001-001,2019-20,Mainland Rural,Sugar,4200
0439-001-001,2019-20,Mainland Rural,Sweet Potatoes,1333.333333
0439-001-001,2019-20,Mainland Rural,Tea (dry),400
0439-001-001,2019-20,Mainland Rural,Vegetables (fresh),2100
0440-002-001,2019-20,Mainland Rural,Cooking Oil,1750
0440-002-001,2019-20,Mainland Rural,Fish (dried),1250
0440-002-001,2019-20,Mainland Rural,Fish (fresh),357.1428571
0440-002-001,2019-20,Mainland Rural,Irish Potatoes,2000
0440-002-001,2019-20,Mainland Rural,Leafy Greens,1073.809524
0440-002-001,2019-20,Mainland Rural,Maize (flour),3600
0440-002-001,2019-20,Mainland Rural,Other Cereal Products,1636.363636
0440-002-001,2019-20,Mainland Rural,Pulses,2000
0440-002-001,2019-20,Mainland Rural,Rice (husked),5400
0440-002-001,2019-20,Mainland Rural,Salt,200
0440-002-001,2019-20,Mainland Rural,Sugar,2800
0440-002-001,2019-20,Mainland Rural,Tea (dry),150
0440-002-001,2019-20,Mainland Rural,Vegetables (fresh),1200
0440-003-001,2019-20,Mainland Rural,Cooking Oil,1750
0440-003-001,2019-20,Mainland Rural,Fish (dried),1250
0440-003-001,2019-20,Mainland Rural,Leafy Greens,683.3333333
0440-003-001,2019-20,Mainland Rural,Maize (flour),2400
0440-003-001,2019-20,Mainland Rural,Milk (fresh),2000
0440-003-001,2019-20,Mainland Rural,Plantains,800
0440-003-001,2019-20,Mainland Rural,Pulses,1000
0440-003-001,2019-20,Mainland Rural,Rice (husked),1800
0440-003-001,2019-20,Mainland Rural,Salt,150
0440-003-001,2019-20,Mainland Rural,Sugar,700
0440-003-001,2019-20,Mainland Rural,Sweet Potatoes,1133.333333
0440-003-001,2019-20,Mainland Rural,Tea (dry),210
